YEAR,MONTH,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District.of.Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New.Hampshire,New.Jersey,New.Mexico,New.York,North.Carolina,North.Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode.Island,South.Carolina,South.Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West.Virginia,Wisconsin,Wyoming
1994,8,8,36,6,42,18,1,1,1,15,3,18,13,7,0,3,2,0,1,0,1,7,12,1,5,1,2,0,5,2,3,38,6,0,10,1,8,20,0,2,5,0,31,4,3,10,19,1,16,0
1994,9,3,2,4,51,23,4,0,2,6,1,2,7,1,3,0,2,1,9,1,28,10,0,0,4,2,1,0,17,0,1,22,0,0,0,0,17,31,0,0,8,0,0,6,6,2,11,1,10,0
1994,10,0,4,5,103,13,9,1,1,16,0,3,9,8,9,2,1,0,6,8,96,35,34,0,6,2,1,1,3,2,1,17,0,0,27,4,5,10,0,1,3,4,62,7,3,7,13,0,9,0
1994,11,3,10,0,30,21,3,0,0,11,6,30,3,8,1,1,1,0,0,2,2,12,2,0,3,2,0,0,13,1,9,22,21,1,13,1,8,11,1,0,3,0,4,5,2,0,7,0,5,0
1994,12,1,11,6,34,10,9,0,3,21,7,95,12,34,4,5,0,5,3,6,282,6,55,0,3,2,5,0,26,0,5,31,61,0,16,11,7,10,2,1,6,0,39,2,4,1,34,2,6,0
1995,1,1,42,0,17,15,0,1,1,0,0,33,0,0,1,5,0,0,5,0,3,2,0,0,1,1,0,0,0,2,3,3,30,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0
1995,2,8,9,0,31,16,3,0,0,1,0,18,0,3,0,1,0,0,0,0,23,18,0,0,5,1,1,1,5,1,1,16,0,1,9,0,2,2,0,7,2,0,8,0,0,0,11,0,3,0
1995,3,4,31,0,38,2,1,2,0,0,0,4,0,4,0,1,1,1,4,0,37,3,0,0,0,1,2,0,0,3,3,11,16,4,6,0,1,7,0,0,2,2,6,2,0,0,3,0,8,0
1995,4,6,9,3,23,0,2,2,1,5,0,11,0,0,0,3,0,0,4,8,50,2,22,0,6,0,0,0,3,0,11,15,3,0,3,2,11,3,0,3,2,2,14,3,1,7,9,0,15,0
1995,5,1,15,4,15,2,1,0,0,2,0,5,26,1,0,0,4,2,2,4,4,5,5,0,5,0,0,1,5,0,10,14,1,0,5,7,2,7,0,0,1,0,10,5,2,0,7,0,6,0
1995,6,5,8,2,25,11,3,1,0,4,0,3,4,7,1,0,2,1,2,4,21,1,0,0,3,0,2,9,2,0,11,4,5,1,9,0,1,13,0,3,0,3,10,0,7,1,11,0,13,1
1995,7,5,21,13,89,9,0,2,2,5,11,8,8,3,3,9,3,6,1,3,31,2,0,0,14,0,2,11,8,5,20,8,18,0,6,8,4,10,1,2,0,43,44,6,24,2,37,0,14,0
1995,8,2,14,7,38,9,3,1,0,3,2,3,16,0,1,0,5,1,1,7,47,18,15,1,5,0,1,25,0,3,10,22,8,0,30,2,9,21,0,1,1,100,42,2,12,0,35,0,10,0
1995,9,3,4,4,66,14,10,1,1,36,6,4,27,8,1,2,3,5,8,7,89,8,44,1,11,0,1,10,10,2,17,29,29,2,28,9,10,27,1,4,3,55,38,1,14,5,99,0,19,0
1995,10,0,0,3,47,7,3,0,1,18,3,10,11,23,3,0,6,2,13,6,7,3,39,0,5,0,1,2,11,1,21,39,0,0,17,3,10,3,2,5,0,1,18,8,5,4,54,0,31,0
1995,11,0,0,3,26,19,2,0,0,10,3,5,18,6,1,1,1,1,3,6,81,35,0,0,6,6,3,5,1,1,25,34,0,0,24,0,9,16,0,2,1,1,9,0,5,12,37,0,0,0
1995,12,3,11,20,116,45,6,0,2,10,5,12,45,21,0,1,2,3,4,4,99,6,113,1,2,0,1,55,25,2,16,58,27,0,24,13,8,20,3,1,0,2,18,10,9,0,188,1,31,0
1996,1,1,0,0,0,4,0,0,0,0,1,0,2,0,0,0,5,0,1,4,7,4,0,0,2,0,0,9,1,1,7,3,0,0,14,0,8,0,0,0,0,1,0,0,2,0,1,0,10,0
1996,2,0,3,1,27,0,0,0,0,2,0,0,3,3,0,0,0,1,1,14,56,1,1,1,1,2,1,4,5,1,3,21,0,0,17,0,3,2,0,0,0,0,2,1,4,0,5,0,12,0
1996,3,0,0,0,54,8,3,7,0,6,1,32,40,6,2,1,18,1,5,8,84,4,0,1,1,2,0,7,7,1,9,13,0,0,15,1,3,13,0,0,0,4,13,0,0,0,21,0,10,0
1996,4,0,2,0,33,11,0,2,0,6,0,1,3,1,0,3,86,0,2,13,8,2,27,1,5,0,0,1,3,1,6,4,9,0,7,3,3,6,0,1,1,1,10,2,1,3,35,2,10,0
1996,5,2,6,1,64,3,0,2,0,4,5,23,5,2,0,0,1,2,0,13,45,0,10,0,2,1,1,2,0,0,2,8,15,0,13,0,9,4,0,0,0,5,7,2,0,2,67,0,15,0
1996,6,1,1,0,52,13,0,2,0,15,2,4,7,3,1,1,18,0,0,11,186,10,5,2,4,2,0,2,3,3,4,11,10,0,10,1,7,10,0,5,1,1,17,0,3,15,53,0,17,1
1996,7,4,0,0,94,20,2,1,0,5,4,5,4,4,0,1,1,2,9,15,17,5,12,1,0,5,1,3,21,0,3,11,0,1,17,2,1,10,0,11,0,3,10,5,3,6,32,0,14,1
1996,8,4,4,1,106,32,16,3,0,20,4,27,29,12,5,2,5,1,6,49,208,3,72,1,5,6,2,0,29,9,6,46,38,0,65,1,8,36,13,3,1,0,17,0,29,14,82,0,35,1
1996,9,6,8,2,105,39,6,4,0,14,2,8,37,12,5,5,1,1,11,35,43,3,69,0,10,9,1,2,12,6,10,57,4,0,33,0,11,13,12,10,1,3,12,3,37,16,165,0,14,1
1996,10,5,4,2,65,32,2,1,1,6,0,0,15,13,4,0,1,1,3,27,99,6,55,2,3,6,1,1,27,6,11,56,21,0,41,3,3,24,5,8,0,2,21,5,35,20,78,0,15,2
1996,11,1,4,1,80,66,6,2,2,6,0,1,11,25,2,0,4,0,11,60,377,14,52,0,9,2,2,10,45,3,1,120,0,0,34,8,4,31,2,6,0,1,0,3,94,22,121,4,12,2
1996,12,2,1,6,100,108,14,2,1,16,16,14,36,47,13,1,2,6,6,29,115,7,130,1,32,2,6,0,44,0,2,183,89,0,23,2,4,178,8,5,0,3,42,5,72,10,170,1,5,0
1997,1,2,4,8,20,4,2,0,0,0,4,14,30,19,85,0,8,1,1,1,8,2,178,0,6,0,3,0,14,0,6,0,0,1,1,9,0,23,2,2,0,2,63,2,6,0,69,0,0,0
1997,2,5,0,2,41,27,1,0,2,1,0,12,5,2,3,4,4,1,0,20,48,11,18,2,0,0,1,0,11,3,2,12,9,1,19,0,2,8,7,2,0,4,6,0,39,4,23,3,22,1
1997,3,1,5,0,32,29,3,0,0,5,2,50,10,7,1,6,5,4,2,22,57,5,17,2,8,2,0,2,12,2,3,25,9,0,10,1,0,22,4,1,0,5,7,1,38,10,51,0,16,0
1997,4,2,0,0,22,30,1,0,0,22,0,157,7,10,1,4,1,2,0,10,40,3,24,0,6,0,0,1,9,3,1,24,16,0,8,4,4,16,1,4,0,3,7,0,26,3,42,0,13,0
1997,5,3,1,1,25,39,3,0,0,2,4,111,3,3,0,1,0,0,0,9,38,2,17,0,7,3,0,4,9,2,19,13,6,0,10,3,14,19,0,1,0,0,22,3,16,2,42,1,6,1
1997,6,0,5,3,66,41,3,0,0,7,0,34,6,7,1,0,3,4,0,8,36,3,22,1,4,3,1,2,4,0,1,4,28,0,9,1,1,7,0,2,2,8,14,0,11,6,23,0,15,0
1997,7,3,8,3,47,26,0,0,1,12,2,25,8,6,1,1,7,1,0,4,33,0,21,0,8,1,1,0,8,0,7,8,12,0,14,8,0,5,0,0,0,5,26,6,8,7,30,1,20,1
1997,8,4,7,6,44,35,4,1,0,7,0,23,8,3,3,2,20,1,1,13,38,15,23,3,11,6,1,4,15,0,30,21,5,0,17,7,5,18,0,8,0,2,26,3,7,2,39,1,34,1
1997,9,2,1,6,43,31,4,0,0,13,3,3,12,7,17,1,9,4,2,6,32,2,59,1,11,0,0,2,16,1,10,14,14,0,19,4,9,18,0,4,1,5,14,1,6,8,37,0,20,1
1997,10,4,4,18,31,29,7,0,0,2,2,16,7,5,17,2,7,1,5,5,35,3,20,0,4,1,2,5,12,1,9,7,10,0,16,3,3,14,4,2,0,2,19,3,11,0,34,0,13,0
1997,11,5,1,13,44,57,0,0,0,5,0,21,29,19,51,5,5,1,6,5,95,7,60,1,7,2,3,3,15,1,36,25,9,0,12,20,8,19,0,4,1,2,9,8,35,10,48,0,32,0
1997,12,3,9,2,68,67,8,0,0,14,1,104,30,16,27,7,5,1,9,16,122,18,88,1,8,0,4,28,25,1,74,61,0,0,30,0,2,28,1,2,1,2,20,2,80,7,43,0,28,2
1998,1,6,0,0,21,10,0,0,0,0,0,31,0,0,4,2,3,0,1,5,35,8,2,0,0,1,1,1,5,2,30,23,21,0,16,0,6,0,0,0,0,2,2,2,13,0,2,0,8,0
1998,2,1,3,3,22,5,3,0,0,8,0,34,0,4,6,0,3,0,3,2,47,2,21,0,4,0,0,1,7,2,8,27,4,0,13,2,1,9,0,5,0,1,8,0,6,0,27,0,18,0
1998,3,0,11,1,31,23,2,0,0,3,0,11,6,30,5,3,7,0,0,8,71,3,16,0,5,0,1,2,5,2,9,29,9,0,5,6,3,19,0,1,2,1,23,2,6,0,35,1,7,0
1998,4,1,9,5,38,14,0,0,1,3,0,18,4,6,1,0,4,0,1,2,38,4,16,1,0,0,1,4,4,1,2,18,6,0,15,0,4,29,0,3,2,3,19,8,0,6,17,0,11,7
1998,5,3,38,4,27,24,1,1,0,6,2,38,4,8,15,2,1,0,0,4,78,6,23,1,2,0,2,5,0,1,8,23,2,0,13,7,7,56,3,4,0,7,26,2,5,0,42,0,8,0
1998,6,1,8,2,119,39,7,0,0,1,4,28,10,5,12,2,2,1,0,5,70,9,22,0,2,0,1,5,13,0,7,18,2,0,9,0,8,12,0,2,0,3,36,9,8,0,16,0,19,0
1998,7,5,56,9,81,23,12,1,0,6,0,5,6,15,3,2,6,1,0,1,69,7,30,0,3,2,1,1,5,1,5,19,6,3,8,5,7,10,2,2,2,1,36,6,9,1,14,0,29,0
1998,8,3,15,18,141,34,6,1,0,7,4,3,17,3,11,11,10,1,0,5,88,6,38,2,6,2,3,13,12,2,7,49,24,0,90,0,21,18,2,5,2,8,18,17,12,2,68,0,31,1
1998,9,3,23,16,101,14,5,0,0,9,11,30,19,27,2,47,3,3,0,17,64,5,33,0,6,4,4,3,25,4,4,30,7,0,22,2,13,35,2,2,0,4,38,74,7,10,17,0,19,0
1998,10,1,28,17,216,46,3,2,0,3,3,14,35,31,5,9,10,2,0,6,85,9,75,0,4,0,1,6,19,9,7,48,9,0,55,9,11,0,0,1,0,3,10,41,2,11,37,0,13,0
1998,11,2,0,6,145,48,6,0,0,4,3,15,19,34,4,23,20,1,0,6,68,7,44,2,3,3,1,0,18,1,7,24,8,1,18,1,5,20,0,2,0,3,11,90,5,6,33,3,13,0
1998,12,1,50,12,143,77,9,0,0,16,11,36,53,22,10,4,26,4,0,5,92,5,119,0,24,5,5,0,36,4,6,44,14,42,35,1,3,52,12,2,0,4,61,46,7,20,99,3,15,0
1999,1,4,5,2,72,22,0,0,0,0,0,31,3,0,4,2,2,1,0,12,40,2,0,0,5,0,0,1,1,2,5,2,10,0,36,0,6,0,0,1,1,3,5,8,5,1,2,0,3,1
1999,2,1,10,0,58,19,0,0,0,0,0,36,4,4,1,4,3,1,0,8,26,8,0,0,5,0,1,0,13,0,2,20,9,0,14,3,0,8,0,2,0,3,10,9,4,6,9,0,8,0
1999,3,1,24,1,97,27,4,0,0,5,5,16,13,4,3,6,6,0,0,5,23,3,0,1,1,1,0,1,4,3,2,107,6,0,33,0,0,22,2,2,1,7,9,4,0,0,162,0,6,0
1999,4,2,2,1,64,18,1,0,0,1,1,4,7,0,5,0,1,0,0,8,36,4,0,2,1,0,0,0,3,2,2,223,0,0,9,0,5,5,1,1,0,8,15,4,0,5,201,1,4,1
1999,5,4,5,1,83,20,4,0,0,11,6,4,12,2,2,2,0,1,0,4,45,1,18,0,5,0,0,0,31,4,6,104,5,0,6,5,6,4,0,1,0,4,9,4,0,1,64,0,7,0
1999,6,1,14,1,110,20,0,0,0,6,4,3,8,4,5,5,0,1,0,7,43,2,7,0,5,1,1,0,1,2,10,36,8,0,9,0,2,12,5,1,2,1,9,2,4,0,60,0,5,0
1999,7,1,0,5,86,20,3,0,0,7,4,12,14,15,5,4,5,1,0,18,59,6,14,0,17,0,0,1,3,0,20,27,18,0,22,5,4,19,9,0,1,1,18,9,17,0,23,0,20,0
1999,8,3,1,5,98,32,0,4,0,28,5,9,6,17,8,23,3,4,0,22,46,6,40,0,7,0,1,1,16,1,17,10,10,4,20,0,3,7,3,6,0,2,20,9,7,4,18,1,11,0
1999,9,2,8,3,131,26,3,0,0,7,8,16,0,8,13,3,2,0,0,18,54,9,54,0,11,0,1,1,6,0,13,51,20,0,7,19,14,20,4,1,0,5,11,5,13,0,31,0,14,0
1999,10,2,28,5,152,43,8,1,0,12,4,7,17,8,9,3,4,0,0,8,84,10,55,0,10,0,2,3,3,1,26,32,3,0,28,1,7,17,9,0,0,2,18,2,8,12,53,1,20,0
1999,11,0,12,0,85,22,8,0,1,3,3,6,6,9,29,4,4,0,0,6,100,12,0,0,4,0,3,2,10,2,34,85,4,14,11,7,9,45,0,2,1,4,13,1,10,21,7,0,13,0
1999,12,0,30,2,108,44,4,3,0,33,12,2,50,19,27,0,19,0,33,8,93,11,93,0,4,0,0,4,25,2,18,323,11,13,127,3,5,60,16,10,2,5,15,1,28,15,109,3,6,0
2000,1,2,0,1,27,46,0,0,0,0,0,1,2,0,3,2,13,0,0,5,62,4,0,1,1,0,0,1,8,0,11,10,4,0,72,0,4,0,0,8,1,1,0,2,22,1,0,0,9,0
2000,2,2,9,2,46,35,1,0,0,2,0,22,3,3,3,2,5,1,7,8,67,1,6,1,1,1,0,1,21,0,11,27,11,0,30,0,8,10,2,1,0,1,2,2,19,0,13,0,20,0
2000,3,3,2,2,38,30,3,1,0,2,9,9,7,5,0,1,3,1,0,3,79,1,3,1,3,0,2,1,16,0,14,30,13,1,6,1,5,16,3,3,0,0,9,0,11,4,26,0,7,0
2000,4,1,12,1,54,45,11,0,0,9,4,3,5,4,2,2,4,2,2,19,67,7,22,0,3,5,0,0,7,0,8,18,1,0,23,1,9,29,1,3,0,3,39,2,30,5,50,0,7,0
2000,5,0,8,4,57,32,8,3,0,9,6,4,5,10,0,6,0,2,3,7,88,6,15,0,6,1,1,1,2,0,10,10,10,0,24,7,12,13,1,1,0,2,10,3,22,5,27,0,7,0
2000,6,1,3,2,62,19,6,0,1,7,1,2,1,5,9,4,3,1,2,5,108,12,13,0,10,1,0,2,8,0,6,29,10,0,6,0,8,6,1,1,2,4,35,1,44,5,69,0,7,1
2000,7,3,7,2,81,31,4,2,1,13,1,1,8,11,9,7,7,5,0,21,131,15,29,0,9,4,1,3,12,6,13,16,2,0,31,0,20,14,3,3,0,9,20,2,13,13,18,1,21,1
2000,8,4,5,15,64,20,4,2,1,4,4,3,17,14,4,2,9,2,16,9,107,8,71,0,5,12,4,0,5,24,3,33,18,1,30,0,19,30,3,3,0,5,43,3,7,11,30,0,7,1
2000,9,1,16,4,42,85,3,0,0,8,9,9,28,26,15,6,2,4,5,15,162,7,82,0,20,11,13,2,7,0,4,58,8,4,41,7,11,48,0,1,1,4,71,1,18,27,56,0,16,1
2000,10,0,1,1,40,41,2,0,0,1,2,3,21,8,1,4,6,1,6,18,170,19,43,0,16,0,3,1,16,0,3,56,17,0,25,5,8,14,2,2,3,2,14,2,23,26,51,0,9,0
2000,11,1,10,1,53,50,3,0,0,4,2,2,14,21,7,4,3,0,4,3,219,30,47,0,10,0,3,3,15,0,2,33,14,0,21,26,2,31,3,5,0,1,4,6,20,9,51,0,9,0
2000,12,2,70,9,67,54,9,1,0,8,14,5,22,46,14,2,8,2,1,20,151,17,244,1,13,0,1,0,42,26,6,65,21,3,80,13,4,77,9,32,4,13,80,23,25,28,67,2,21,0
2001,1,1,50,1,69,51,0,0,0,0,0,4,0,0,2,5,1,0,0,4,54,3,0,1,9,0,0,0,0,0,1,15,1,0,24,0,3,1,0,3,1,2,0,0,12,0,1,0,14,0
2001,2,1,110,1,39,51,4,0,0,0,2,45,6,1,3,3,5,0,0,6,30,8,0,2,6,0,0,0,2,0,7,16,9,0,45,1,1,3,0,1,1,9,0,4,5,0,7,0,4,0
2001,3,1,106,4,46,28,2,0,0,2,3,97,4,4,2,2,3,1,0,0,27,6,0,0,6,3,1,1,3,2,24,29,13,0,31,1,2,15,0,3,0,0,47,5,5,6,18,1,3,0
2001,4,3,89,1,33,9,1,0,1,5,1,10,8,6,3,0,2,0,0,0,25,1,17,0,13,2,1,4,0,0,3,12,2,0,15,0,7,10,1,7,1,3,31,3,0,2,3,0,8,0
2001,5,2,98,0,61,11,2,0,0,1,3,1,8,8,0,3,0,3,0,3,17,2,0,0,6,1,0,3,0,0,4,14,8,0,10,1,3,7,0,4,0,1,23,5,0,2,10,0,13,0
2001,6,5,8,4,64,13,5,0,0,2,5,6,8,1,5,1,2,0,0,5,34,7,14,0,11,3,0,3,5,6,9,10,7,0,30,6,10,0,1,3,0,3,103,9,1,2,27,0,10,0
2001,7,5,0,1,35,13,0,0,0,5,3,2,9,7,1,0,3,0,0,2,22,4,0,0,13,5,2,0,4,0,7,9,6,0,32,0,7,20,0,1,0,11,35,19,1,1,16,0,45,0
2001,8,7,5,1,52,38,3,0,0,1,0,1,4,19,0,1,3,1,0,3,26,10,16,1,7,6,0,0,0,5,28,7,2,0,27,3,5,20,3,3,0,6,39,13,1,14,15,1,42,1
2001,9,6,23,3,81,37,0,0,0,2,3,2,21,17,2,4,17,1,5,10,37,57,23,0,9,10,0,3,1,0,34,2,8,0,32,6,7,9,0,6,0,18,54,10,2,8,28,0,25,0
2001,10,4,7,63,48,17,0,0,0,4,0,2,10,15,16,2,9,2,16,2,53,31,35,0,9,0,1,2,1,5,10,11,7,4,7,8,2,17,0,0,1,3,48,6,6,0,9,0,12,0
2001,11,1,11,89,24,37,1,0,0,1,2,0,13,1,34,6,35,1,1,7,93,6,41,1,5,6,2,13,11,0,2,6,6,1,32,2,5,19,0,0,0,2,30,2,5,5,23,2,11,0
2001,12,1,183,690,154,84,6,0,0,6,1,1,103,37,71,4,16,3,0,11,119,14,162,0,13,18,1,12,4,5,8,44,6,6,42,15,5,77,4,3,1,12,205,2,75,232,27,2,12,0
2002,1,1,0,32,21,26,5,1,0,2,0,4,7,0,4,6,5,0,3,3,63,4,0,6,11,1,0,1,0,0,8,4,7,0,18,1,11,1,0,2,0,2,2,1,13,0,0,0,12,1
2002,2,0,9,75,54,28,0,0,0,0,3,2,4,5,19,5,2,1,0,5,48,7,10,1,13,1,2,1,1,0,6,27,2,0,38,1,0,4,0,12,2,9,40,5,6,15,19,0,6,1
2002,3,3,3,55,78,32,0,0,0,7,2,16,13,9,7,4,5,1,0,6,42,8,36,0,12,0,0,1,0,0,8,32,2,0,58,10,3,16,0,6,3,17,67,3,14,16,60,1,5,2
2002,4,4,57,108,52,30,2,0,1,3,2,4,13,1,21,4,3,2,0,3,27,7,21,0,5,0,1,4,2,0,5,10,2,5,19,0,6,5,0,3,0,1,45,3,5,31,31,2,6,1
2002,5,5,4,81,83,35,2,1,0,3,5,9,7,3,30,0,2,0,0,5,24,6,3,0,7,0,0,2,1,0,6,5,2,0,29,15,26,11,1,1,0,2,76,4,4,7,19,1,18,0
2002,6,5,17,58,134,21,7,0,0,4,1,11,17,4,11,7,17,1,0,6,30,1,22,0,6,0,0,9,3,0,32,23,5,0,42,7,39,4,0,2,0,9,134,10,16,19,114,3,37,2
2002,7,5,7,26,85,26,6,0,0,5,5,0,32,2,9,5,18,0,2,0,37,1,25,0,15,1,0,3,1,0,41,17,0,0,39,0,32,8,3,2,0,12,138,3,14,6,38,10,22,2
2002,8,4,11,23,99,56,4,0,0,9,4,6,10,37,6,8,21,2,0,21,50,4,81,1,18,1,3,16,1,0,22,37,8,0,56,0,34,18,6,2,0,10,299,29,19,13,54,9,15,1
2002,9,3,1,12,143,29,1,0,0,11,2,4,8,30,1,5,8,0,7,6,58,3,43,0,18,1,1,7,2,0,28,60,8,0,40,1,11,17,3,6,1,14,56,4,10,10,29,4,3,0
2002,10,2,0,13,110,47,0,1,1,2,1,6,31,13,1,8,6,0,0,4,68,6,78,1,19,0,1,2,7,0,16,69,2,0,31,0,6,33,0,5,0,19,98,27,19,7,17,1,6,1
2002,11,1,160,5,121,83,2,0,0,3,2,65,18,25,17,7,7,0,5,2,100,13,22,0,12,1,0,1,2,2,14,43,5,2,36,0,3,22,0,3,0,15,41,10,24,9,40,0,28,0
2002,12,4,448,0,140,52,1,1,0,4,2,24,71,54,31,4,9,0,4,7,55,2,88,0,11,4,1,1,58,32,14,115,3,2,35,100,17,55,9,4,2,14,244,16,28,35,154,4,22,0
2003,1,4,13,0,185,25,7,0,0,4,3,1,1,0,1,4,2,0,0,9,54,2,0,0,7,0,0,2,0,10,6,9,12,0,22,0,19,6,0,0,0,0,0,4,14,0,0,0,9,0
2003,2,3,22,1,118,38,2,0,0,4,2,5,1,3,5,1,1,1,0,3,26,4,3,2,4,0,0,3,4,13,7,27,16,0,30,2,24,16,0,1,1,7,12,7,3,1,17,0,6,0
2003,3,1,8,3,142,27,4,1,0,10,1,2,6,4,25,2,1,3,0,4,39,5,24,0,2,0,1,0,6,11,5,31,17,1,9,2,24,26,0,4,1,5,55,9,1,27,66,1,14,59
2003,4,0,28,1,112,29,2,0,0,3,5,1,7,11,2,1,4,0,1,0,31,3,6,2,9,0,0,2,4,10,0,12,9,0,13,0,48,12,1,1,0,7,24,5,5,5,40,0,7,58
2003,5,2,12,4,124,51,1,0,0,9,6,0,3,7,0,14,7,0,1,11,60,4,0,1,5,0,1,8,1,13,5,21,8,1,16,10,80,23,4,3,0,5,42,18,6,0,66,3,22,2
2003,6,2,12,2,89,17,0,1,0,8,1,20,2,3,6,2,3,2,2,8,61,6,23,2,4,1,0,3,6,8,8,33,9,0,20,4,42,12,2,6,0,13,67,7,0,25,75,1,20,0
2003,7,3,3,12,40,15,4,3,0,5,2,11,12,5,7,2,2,1,5,6,78,20,3,1,12,0,3,2,5,11,5,41,8,1,22,19,56,10,0,25,1,9,47,7,15,2,88,1,49,0
2003,8,0,18,15,77,33,9,2,0,32,5,20,17,10,15,3,17,1,3,17,160,28,0,1,14,1,1,6,30,14,15,66,8,0,28,15,53,48,5,40,0,7,69,18,6,17,84,0,56,4
2003,9,1,2,2,40,18,14,0,1,17,3,3,18,6,22,0,4,1,0,8,134,13,61,0,6,3,1,1,18,17,2,74,12,3,32,13,36,32,4,14,0,6,116,20,6,7,99,8,47,0
2003,10,2,0,3,54,29,11,0,1,7,1,6,1,6,34,4,3,1,0,8,249,14,21,4,6,0,1,7,8,27,9,75,10,0,37,7,20,35,0,19,0,4,83,18,4,3,98,2,95,1
2003,11,0,63,1,76,66,14,2,1,3,1,5,22,11,29,8,1,0,0,9,483,20,0,1,14,0,5,1,9,35,6,206,9,1,43,15,26,48,4,67,2,6,47,8,3,4,74,8,235,2
2003,12,1,30,48,198,24,9,0,1,11,6,8,231,38,20,5,8,1,79,11,295,21,66,1,125,0,3,0,28,19,10,472,26,0,56,19,10,84,35,28,2,14,108,6,8,128,137,4,137,4
2004,1,1,2,2,7,35,6,0,4,8,0,6,48,0,15,4,1,2,0,15,174,10,1,4,31,4,0,1,3,20,8,98,5,0,50,1,9,53,0,3,0,5,0,4,8,5,5,0,56,2
2004,2,2,11,5,32,42,5,0,0,4,3,7,18,6,9,2,1,0,0,12,87,10,8,1,6,0,0,0,3,10,10,130,17,1,36,0,13,22,0,2,0,8,0,13,4,7,37,0,63,0
2004,3,1,33,1,39,48,2,0,0,1,2,0,13,3,5,4,1,0,0,4,62,8,6,0,15,0,0,0,4,7,22,166,8,2,25,5,44,21,7,8,1,2,43,2,7,16,33,2,49,0
2004,4,0,10,3,62,56,1,0,1,7,3,1,31,12,3,0,3,1,0,5,106,5,14,0,27,0,0,2,10,16,12,138,7,2,28,4,65,16,2,12,6,0,33,3,7,13,42,0,102,1
2004,5,3,28,3,87,57,5,0,1,14,4,3,93,16,7,2,3,4,3,15,106,9,12,2,68,8,4,7,1,16,12,163,6,3,39,3,77,23,0,7,3,15,57,8,14,18,60,2,312,0
2004,6,5,23,6,74,34,6,0,0,16,3,1,125,3,6,9,2,3,0,7,134,18,31,3,48,2,1,0,4,16,11,156,6,8,39,4,32,28,7,18,1,9,110,5,0,22,92,1,424,0
2004,7,1,27,10,48,53,4,0,0,11,0,2,150,12,4,12,9,1,1,12,137,13,38,0,23,4,3,0,4,18,22,183,15,240,63,0,33,42,0,20,0,44,59,9,6,20,99,0,540,8
2004,8,10,16,18,115,128,14,0,1,22,2,4,218,13,46,12,25,2,1,15,204,58,47,3,44,13,3,2,11,27,24,301,15,339,98,0,41,75,0,12,11,49,95,60,11,6,72,11,768,4
2004,9,4,19,10,104,107,7,1,0,10,2,6,285,38,46,31,10,0,2,14,163,56,74,1,20,7,12,4,15,19,7,191,14,74,55,16,31,54,6,8,5,9,106,29,4,45,96,2,1041,11
2004,10,4,25,12,48,120,3,1,0,18,0,4,181,67,118,28,2,1,1,21,159,56,72,2,21,7,19,22,16,14,9,163,5,22,52,0,45,49,9,28,22,1,159,25,4,18,66,3,990,2
2004,11,11,16,9,84,258,9,4,2,14,5,8,206,72,268,54,13,5,39,25,233,38,135,0,118,13,24,4,23,34,14,110,6,30,94,5,124,78,9,32,94,11,90,42,57,26,111,5,851,6
2004,12,7,68,16,409,246,5,10,4,7,4,24,186,122,539,92,28,4,149,14,133,22,930,1,174,26,31,11,40,26,7,170,7,36,187,82,113,99,13,56,26,20,432,76,58,204,129,25,445,1
2005,1,12,11,2,46,224,13,10,0,10,5,22,126,3,186,55,11,3,6,37,114,29,31,12,65,108,38,4,0,26,25,47,0,16,265,0,131,110,0,51,32,13,18,14,10,3,19,3,159,5
2005,2,7,34,11,45,123,5,0,0,12,1,19,69,38,58,19,10,2,2,15,88,13,62,2,41,60,26,6,0,19,24,54,19,3,147,0,58,68,0,36,13,21,45,48,29,24,29,12,95,1
2005,3,5,30,21,45,106,8,1,0,17,6,21,59,41,23,21,10,7,6,17,67,35,0,6,16,52,10,3,0,13,16,44,2,7,103,0,41,32,5,42,17,13,62,33,2,16,54,3,66,1
2005,4,5,80,38,63,89,1,2,3,14,1,5,63,31,26,12,14,1,1,16,37,23,7,4,23,51,13,5,0,12,29,29,0,37,71,0,33,29,0,36,15,14,123,35,1,20,31,5,47,3
2005,5,8,246,45,220,101,5,0,1,16,6,24,73,29,47,14,16,7,0,17,65,8,63,5,34,106,23,9,18,16,10,49,6,3,55,0,119,34,3,21,13,34,401,44,4,15,81,3,109,5
2005,6,0,146,45,168,71,5,0,0,15,7,10,64,4,35,18,10,8,0,17,80,9,176,5,34,32,31,5,9,8,16,36,14,0,31,0,94,23,3,37,22,37,249,29,13,47,92,4,90,6
2005,7,12,122,20,159,89,3,1,0,26,6,29,54,28,50,19,24,7,5,11,91,18,153,7,46,57,30,4,10,17,12,31,23,11,67,0,59,28,1,23,19,25,171,43,7,113,140,2,93,4
2005,8,12,57,41,264,101,8,0,3,18,5,25,81,28,98,77,21,7,10,18,133,46,376,4,53,50,31,4,8,17,9,51,0,0,71,1,39,43,9,41,19,15,264,100,5,26,129,5,87,9
