YEAR,MONTH,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District.of.Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New.Hampshire,New.Jersey,New.Mexico,New.York,North.Carolina,North.Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode.Island,South.Carolina,South.Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West.Virginia,Wisconsin,Wyoming
1972,6,3,2,7,15,4,2,1,0,17,0,0,9,4,4,0,3,6,0,1,0,8,0,0,0,0,0,0,4,0,0,3,4,4,2,5,5,6,3,0,0,16,24,0,0,2,4,7,74,0
1972,7,1,1,3,16,4,1,3,0,7,0,1,16,10,1,2,10,6,0,4,1,11,3,6,68,2,1,0,1,0,2,3,24,0,13,6,3,5,2,0,0,23,24,1,0,9,4,2,45,0
1972,8,2,2,1,31,3,1,0,0,1,0,0,19,60,2,0,11,7,2,1,3,12,1,1,48,7,0,0,0,0,0,3,16,4,9,4,7,11,1,3,2,10,11,0,0,6,1,8,94,0
1972,9,3,5,2,20,1,2,1,0,10,0,0,17,32,5,2,2,3,3,1,5,6,1,1,3,0,0,0,2,0,0,2,11,4,8,4,14,11,1,0,1,15,18,0,0,3,3,7,80,1
1972,10,4,3,1,8,0,2,0,0,2,0,0,9,0,2,0,7,4,2,1,2,19,0,2,1,0,0,0,0,0,0,4,0,2,8,2,9,6,0,1,0,7,17,0,1,3,15,1,132,0
1972,11,0,3,3,17,0,0,0,0,2,1,0,3,3,2,2,9,2,0,0,1,9,2,0,0,0,2,0,3,0,0,3,3,2,3,3,1,4,0,0,0,1,7,0,0,0,42,5,133,0
1972,12,0,3,3,12,0,2,0,0,3,0,0,12,3,33,1,1,1,1,4,2,7,1,0,10,0,0,0,4,0,0,2,2,2,2,2,1,4,0,2,0,2,13,0,0,2,7,6,61,0
1973,1,2,0,1,6,3,0,3,1,1,0,1,1,5,2,0,6,1,0,4,2,12,1,0,1,0,0,0,1,1,6,3,3,0,3,2,1,5,0,2,0,3,15,0,0,2,35,6,34,0
1973,2,0,0,1,1,3,0,1,0,2,2,1,4,7,0,0,4,3,0,0,8,10,1,3,0,1,0,0,0,0,2,1,4,0,9,5,4,5,0,0,0,5,7,0,0,0,7,2,26,0
1973,3,0,0,0,11,1,1,0,0,8,0,3,10,1,2,0,4,1,0,1,6,3,0,2,0,0,1,0,0,0,0,1,2,1,4,1,9,2,0,1,0,6,12,1,1,1,4,4,8,0
1973,4,1,0,0,3,0,1,0,0,4,0,0,3,7,0,0,11,3,4,2,1,4,0,0,0,0,0,0,0,0,1,4,3,6,0,2,3,1,0,1,0,8,30,0,0,1,6,0,9,0
1973,5,0,0,0,17,2,0,1,0,1,0,0,7,1,0,0,3,1,0,0,1,5,0,2,2,1,1,0,0,0,3,3,3,0,9,4,4,6,0,0,4,3,5,0,0,2,1,1,30,0
1973,6,0,0,5,7,2,0,0,0,6,0,0,12,2,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,1,7,5,0,1,0,5,0,1,0,2,5,9,0,0,4,5,4,27,0
1973,7,3,0,4,13,0,0,0,0,0,0,2,6,2,14,0,3,1,0,0,0,5,0,0,5,0,0,0,1,0,1,8,4,4,3,4,1,0,1,0,0,3,9,0,0,2,0,1,20,0
1973,8,1,0,4,28,1,2,1,0,3,0,0,11,3,0,0,11,2,0,1,4,3,0,3,1,0,0,0,0,0,0,8,5,0,4,2,2,7,3,3,0,2,7,0,0,0,3,3,19,0
1973,9,4,0,2,38,2,3,0,0,8,0,0,7,8,0,0,4,0,0,2,3,11,3,0,0,0,0,0,1,4,0,7,7,0,6,1,3,5,0,0,0,1,9,0,0,1,7,0,30,2
1973,10,2,0,4,41,0,2,0,0,1,0,1,25,2,0,0,9,0,0,0,0,9,1,2,0,0,0,0,0,2,0,6,1,0,10,0,2,2,0,4,1,0,0,0,0,0,3,0,37,0
1973,11,1,0,0,18,0,1,0,0,1,0,0,26,5,2,0,3,0,0,3,1,5,2,1,0,0,0,0,1,0,0,7,1,0,1,0,0,3,1,0,0,11,8,0,0,1,4,0,33,0
1973,12,1,0,2,16,2,0,0,0,5,0,0,17,3,1,6,0,0,1,1,1,14,0,1,1,0,0,0,0,0,0,11,4,0,5,2,6,6,0,1,0,8,4,0,0,1,2,0,26,0
1974,1,2,0,2,9,0,3,0,0,0,0,0,25,5,1,0,1,0,0,1,1,9,1,4,0,0,0,0,0,0,1,5,0,0,8,1,5,11,0,1,0,1,5,1,0,0,7,12,30,0
1974,2,3,0,0,19,0,2,0,0,2,0,0,15,3,2,0,6,4,0,0,1,5,0,0,5,0,0,0,0,0,0,9,0,0,11,3,2,13,0,0,0,9,6,0,0,2,7,2,12,0
1974,3,2,0,0,25,0,2,0,0,1,2,0,20,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,1,0,8,1,3,3,1,1,0,4,4,0,0,2,7,0,19,0
1974,4,1,0,0,18,1,4,0,0,3,0,0,27,1,0,2,3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,4,1,0,30,0,1,2,2,2,0,0,9,3,0,2,12,0,0,0
1974,5,0,0,0,29,0,1,0,0,0,0,0,18,4,3,0,2,0,0,0,1,5,0,2,1,0,0,0,0,3,3,4,0,0,7,1,6,0,0,4,0,2,17,2,0,0,2,0,10,0
1974,6,0,0,6,27,0,2,0,0,0,0,1,12,6,0,2,8,2,0,2,1,8,0,5,2,0,0,0,0,0,1,5,6,0,25,2,2,1,1,0,2,3,19,0,0,5,0,0,5,0
1974,7,5,0,5,51,1,2,1,0,1,7,0,34,4,2,1,6,9,0,1,1,23,1,2,5,0,1,0,0,3,1,6,7,0,18,4,14,5,1,1,1,13,6,5,0,3,13,0,6,0
1974,8,3,0,6,46,1,5,0,0,0,3,3,25,10,3,0,1,1,0,2,2,10,0,12,3,0,0,0,6,2,0,5,20,0,34,2,2,8,1,0,0,11,5,2,0,16,17,0,25,0
1974,9,3,0,1,43,0,4,0,0,2,1,0,38,3,1,1,2,0,0,0,1,14,0,7,1,0,1,0,2,0,0,15,7,1,7,2,3,4,2,0,0,15,5,0,0,7,11,0,7,1
1974,10,0,0,2,45,1,3,0,0,2,2,0,26,6,1,0,7,2,0,0,0,8,0,0,4,0,0,0,0,0,5,8,10,0,1,0,5,8,1,0,0,1,4,0,0,1,2,1,10,0
1974,11,1,0,2,21,2,0,0,0,2,0,0,20,6,1,2,13,1,0,0,1,8,0,1,1,8,0,0,0,0,4,11,1,0,4,3,2,6,2,0,0,8,14,2,0,0,2,0,9,0
1974,12,0,0,0,26,3,4,2,0,17,0,0,9,3,0,2,2,0,0,0,0,13,0,5,2,0,0,0,3,0,6,5,1,0,10,1,7,8,0,0,0,13,5,0,0,0,7,2,7,0
1975,1,1,0,1,22,1,1,0,0,0,0,0,16,1,0,3,1,2,0,1,0,16,0,1,2,0,0,0,0,3,6,6,3,0,3,0,1,13,0,0,0,3,3,0,1,2,11,1,11,0
1975,2,7,0,0,12,0,1,0,0,2,1,0,2,1,0,1,1,2,0,0,0,7,0,2,9,1,0,0,0,1,5,4,4,0,17,1,2,3,0,0,0,0,12,0,0,2,6,14,10,0
1975,3,0,0,0,7,1,2,1,0,3,0,0,1,5,1,4,1,1,0,1,0,3,0,10,1,0,0,0,0,0,3,4,1,0,2,2,0,2,1,0,0,1,9,0,0,0,6,0,7,0
1975,4,3,0,2,10,0,0,2,0,4,0,2,13,4,1,1,5,7,0,1,0,7,0,6,0,0,0,0,2,1,0,3,1,0,0,8,0,1,0,0,0,0,3,0,0,2,2,0,8,0
1975,5,2,0,6,4,1,1,0,0,4,1,0,5,6,0,0,2,2,0,1,0,7,0,0,1,0,0,0,0,0,0,3,3,0,5,1,5,5,1,3,0,2,20,0,0,1,0,2,8,0
1975,6,0,0,0,11,2,1,0,0,4,2,0,8,12,0,1,5,6,0,0,4,3,1,2,2,2,0,0,1,0,0,3,3,0,3,3,12,1,0,0,0,10,20,0,0,2,4,0,5,1
1975,7,4,0,0,10,3,0,0,0,0,1,0,5,9,0,5,5,4,0,2,2,2,0,5,2,2,0,1,0,0,1,11,8,1,1,4,0,2,0,1,0,29,13,0,0,3,1,8,9,0
1975,8,26,0,3,11,3,1,0,0,0,3,6,13,23,0,2,13,16,0,0,0,4,1,4,2,2,0,0,2,2,2,6,11,0,10,2,5,2,0,3,0,17,29,0,5,2,3,7,14,1
1975,9,0,0,1,11,3,3,0,0,2,1,1,12,9,1,1,3,7,0,2,0,16,1,2,2,6,0,0,0,0,90,8,7,0,6,2,0,2,1,2,0,11,19,0,0,1,0,5,4,0
1975,10,0,0,3,13,3,0,0,0,4,0,0,7,5,1,2,2,5,0,2,0,8,0,5,0,1,0,0,0,1,1,14,4,0,8,1,1,2,0,0,1,3,0,0,0,0,1,3,21,1
1975,11,0,0,5,11,0,0,0,0,2,0,0,14,1,0,1,5,4,0,2,0,15,0,6,0,3,0,0,0,0,0,4,2,0,3,1,0,3,0,0,0,1,4,0,0,2,2,0,7,0
1975,12,3,0,1,4,1,2,1,0,0,0,0,5,6,20,4,4,1,0,2,1,10,0,7,0,1,0,0,2,0,1,16,3,0,13,3,0,1,2,0,0,1,5,0,0,0,2,1,8,5
1976,1,0,0,2,11,1,3,0,0,2,0,0,4,4,2,0,6,0,0,3,0,7,1,0,0,2,1,0,0,4,10,6,2,0,7,1,1,1,3,3,0,3,0,1,0,2,2,5,17,0
1976,2,1,0,2,5,2,1,0,0,3,1,0,9,7,0,4,6,0,1,0,0,13,0,1,1,0,0,0,0,1,0,5,2,0,16,0,5,4,0,1,0,3,5,0,1,1,0,1,2,0
1976,3,0,0,1,6,0,7,0,0,0,0,3,3,1,1,2,3,1,0,2,0,5,1,0,0,0,0,0,0,1,2,9,1,0,1,0,1,1,1,1,0,0,2,0,0,2,2,1,2,0
1976,4,0,0,1,2,0,0,0,0,0,1,5,3,1,0,0,5,0,0,1,0,2,0,0,2,0,0,0,0,1,0,4,3,0,6,0,1,0,0,1,0,0,7,1,0,0,0,0,0,0
1976,5,0,0,1,1,0,0,0,0,0,0,1,7,7,0,1,2,0,0,1,0,5,1,0,0,0,0,0,0,0,2,12,4,0,3,0,0,4,0,3,0,0,2,0,0,0,0,0,3,0
1976,6,0,0,2,8,4,0,0,0,4,0,0,3,11,0,0,3,1,0,0,1,9,0,0,1,1,0,0,0,1,0,3,3,0,4,4,0,1,0,0,0,2,3,1,0,1,0,5,0,0
1976,7,2,0,3,5,1,0,2,0,5,1,0,0,12,0,0,1,1,0,0,1,6,0,5,5,1,0,0,0,0,1,2,3,0,3,5,5,1,4,0,1,4,4,1,0,1,1,1,2,0
1976,8,0,0,12,10,1,1,0,0,0,0,0,6,11,0,1,9,0,0,0,1,6,0,3,2,0,0,0,1,2,0,8,9,0,4,8,0,3,0,6,0,9,2,0,0,0,0,6,2,0
1976,9,1,0,1,8,0,2,0,0,0,0,0,1,2,2,1,3,2,0,0,1,5,0,1,3,0,0,0,0,0,3,3,11,0,12,1,1,3,0,0,0,4,5,0,0,0,7,2,7,0
1976,10,2,0,0,4,0,0,0,0,0,0,1,6,4,0,2,0,9,0,0,1,3,0,0,4,0,0,0,0,0,0,3,9,0,6,1,0,2,0,1,1,2,4,0,0,0,6,0,3,0
1976,11,0,0,2,6,0,2,0,0,2,0,0,4,1,0,0,2,0,0,0,1,6,0,1,1,0,0,0,0,0,0,1,2,0,1,3,0,2,0,0,1,5,1,0,0,2,7,1,5,0
1976,12,0,0,1,9,1,0,0,0,2,0,0,1,0,0,0,3,1,0,1,0,3,1,0,0,0,0,0,0,0,0,7,2,0,1,3,0,7,0,0,1,1,1,0,0,3,1,3,4,0
1977,1,0,0,1,8,1,2,0,0,0,0,1,4,1,0,2,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,11,0,0,1,1,1,1,0,2,0,1,5,1,0,0,8,2,0,0
1977,2,0,0,1,6,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0,1,0,0,0,0,1,1,5,1,2,0,0,2,1,0,0,0,2,2,0,0,1,4,4,0,0
1977,3,0,0,0,9,3,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,6,7,2,0,1,1,3,1,0,0,0,2,4,0,0,0,4,8,0,0
1977,4,0,0,1,3,4,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,6,0,1,1,0,0,1,2,0,5,5,2,0,1,0,0,1,0,2,0,5,5,1,0,3,2,0,0,0
1977,5,0,0,6,17,0,1,0,0,1,0,0,0,1,0,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,19,1,3,0,2,0,6,4,0,0,0,2,7,0,0,1,6,3,1,0
1977,6,0,0,14,10,1,0,0,0,5,0,0,3,6,0,0,0,2,2,1,0,2,0,6,0,0,1,0,5,0,9,3,1,0,2,1,3,1,1,0,1,2,6,0,0,4,7,1,4,0
1977,7,3,0,3,14,1,0,0,0,17,19,0,1,2,0,0,2,1,0,1,0,6,1,6,3,1,0,0,1,0,7,4,8,0,4,0,11,5,0,1,0,4,14,0,0,3,7,2,0,0
1977,8,0,0,2,20,0,1,1,0,19,15,0,31,7,2,0,4,0,0,5,0,19,2,0,3,0,0,0,3,0,6,12,9,0,17,2,2,2,0,2,0,11,7,3,0,2,10,2,3,0
1977,9,1,0,3,36,0,1,2,0,13,126,0,61,4,2,0,0,1,0,4,4,13,1,2,8,0,0,0,1,1,9,6,6,1,10,3,6,9,0,6,0,10,9,0,0,6,7,0,9,0
1977,10,0,0,1,29,0,0,0,0,10,31,5,47,6,0,0,2,2,0,0,0,10,0,0,2,0,0,0,1,0,6,14,2,0,16,7,28,5,5,3,0,5,12,0,0,3,10,1,4,0
1977,11,0,0,4,31,3,1,2,0,5,6,2,61,4,0,0,5,2,0,0,0,5,1,0,8,1,0,0,2,0,5,14,1,0,12,1,148,6,2,2,0,3,2,0,0,1,2,0,5,0
1977,12,0,0,7,22,3,0,0,0,3,17,0,50,3,0,2,0,3,0,1,2,4,0,1,5,0,0,0,2,0,3,12,2,0,4,0,154,4,0,4,0,9,2,0,0,1,4,0,3,0
1978,1,0,0,2,22,2,1,0,0,1,7,0,38,8,0,0,2,0,1,0,1,1,0,0,4,0,0,0,2,0,1,14,4,3,5,1,46,0,1,2,0,1,8,0,0,1,4,4,5,0
1978,2,0,0,4,16,0,0,0,0,3,5,2,57,34,0,0,3,0,2,0,3,4,0,0,3,1,0,0,2,0,1,4,2,0,7,2,12,2,0,0,0,11,14,1,0,0,3,1,4,0
1978,3,0,1,2,12,0,0,0,0,2,10,0,26,9,0,0,3,1,0,0,1,1,0,1,5,1,0,0,0,0,6,10,3,0,4,2,1,6,0,0,0,14,8,0,0,2,2,3,2,0
1978,4,0,1,4,11,0,0,2,0,1,8,0,21,4,0,0,11,0,0,1,2,0,1,0,1,2,0,0,0,0,2,7,3,0,0,1,7,1,4,1,0,6,5,0,0,4,2,3,4,0
1978,5,1,4,5,25,1,2,0,0,4,6,0,20,2,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,6,6,2,0,0,0,4,3,0,0,0,2,9,0,0,0,7,1,3,0
1978,6,0,3,5,17,1,1,1,0,6,5,0,10,5,0,3,1,3,2,2,2,3,2,0,5,1,0,1,0,1,13,11,4,0,0,2,3,3,0,0,0,2,6,0,0,0,5,0,2,0
1978,7,0,5,9,33,1,0,0,0,10,11,0,9,5,1,3,3,0,0,1,0,6,10,2,11,3,0,0,0,0,10,9,5,0,1,0,4,2,0,2,0,6,17,2,0,0,12,3,4,0
1978,8,0,2,2,28,13,3,0,0,8,4,1,10,10,0,4,4,0,1,3,3,3,5,2,6,1,0,0,2,0,1,9,7,0,0,1,6,0,0,3,1,6,18,0,0,2,11,1,10,0
1978,9,0,3,0,22,0,1,0,0,20,11,0,4,9,0,2,2,0,0,1,2,5,5,1,4,0,1,0,1,1,0,11,5,5,1,3,15,9,0,2,10,5,16,2,0,3,4,3,4,0
1978,10,2,5,1,19,1,1,0,0,2,4,0,3,11,2,1,6,0,3,3,5,4,0,1,5,0,0,0,0,0,0,13,3,0,8,0,4,3,1,0,0,5,4,2,0,2,2,0,4,0
1978,11,0,0,1,34,0,0,0,0,4,5,1,36,8,0,0,9,0,0,0,1,8,0,0,0,0,1,0,0,0,0,14,3,0,11,0,0,0,1,0,0,1,12,1,0,1,5,1,1,0
1978,12,0,0,0,8,2,2,0,0,1,6,0,26,0,0,1,0,0,0,1,3,10,0,1,0,0,0,0,0,0,2,7,4,0,18,1,1,1,4,2,0,1,15,0,0,3,2,2,4,0
1979,1,1,1,2,11,5,0,0,0,1,4,3,15,6,0,1,14,0,1,1,3,4,0,1,0,2,0,1,0,0,2,9,3,0,16,0,2,1,2,0,0,0,12,0,0,3,0,2,4,0
1979,2,0,3,0,9,6,0,0,0,1,5,0,3,3,0,0,0,4,4,1,1,7,0,1,3,1,2,0,0,0,3,8,1,0,3,0,4,0,2,0,0,4,7,0,0,3,0,1,2,0
1979,3,0,1,0,7,1,0,0,0,5,7,0,9,7,0,1,6,1,1,2,2,3,2,0,2,1,0,0,0,0,2,6,4,0,3,2,0,1,0,2,0,1,21,0,0,0,0,3,1,0
1979,4,1,4,3,10,3,0,0,0,6,2,0,7,3,1,1,0,1,3,2,1,6,0,0,1,5,0,0,0,0,0,7,2,0,11,0,0,0,1,1,0,0,4,0,0,1,0,2,0,0
1979,5,0,7,2,6,1,0,0,0,9,3,0,1,3,0,2,0,1,1,0,1,2,0,0,1,1,1,0,0,6,0,9,0,0,3,1,0,2,1,1,0,1,5,0,0,0,0,1,2,0
1979,6,1,0,3,8,0,0,0,0,4,1,0,3,2,0,1,0,2,0,1,5,45,1,1,4,0,0,0,0,1,1,4,4,0,7,0,0,2,0,0,0,2,5,0,0,0,1,2,1,0
1979,7,1,1,1,12,6,0,0,0,2,5,0,8,1,0,3,4,4,0,3,2,2,1,1,2,1,0,0,0,0,1,3,7,0,16,5,0,1,3,0,0,3,12,0,0,3,1,3,2,0
1979,8,0,0,0,6,5,0,0,0,5,26,0,7,3,1,4,1,2,0,1,3,9,3,0,3,1,0,0,0,5,2,5,5,0,9,7,0,2,2,0,0,7,21,2,0,0,2,4,2,0
1979,9,0,4,0,12,4,0,0,0,1,16,0,8,1,0,1,3,1,0,1,4,7,1,1,4,1,0,0,0,1,2,7,2,0,6,5,2,0,0,8,0,4,5,0,0,2,5,1,1,0
1979,10,0,2,0,22,3,0,0,0,8,5,0,10,1,1,0,2,2,5,1,1,9,0,0,2,0,0,0,0,0,4,13,1,0,6,5,0,0,0,0,0,2,6,0,0,0,3,0,1,0
1979,11,0,2,1,10,6,0,0,0,7,12,0,20,7,0,2,0,0,0,1,1,2,1,1,1,0,0,0,0,3,5,4,0,0,3,3,1,0,1,1,0,4,1,0,0,0,0,0,1,0
1979,12,0,5,2,4,2,5,0,0,2,2,0,229,4,1,3,0,0,0,1,0,6,0,1,1,2,0,0,0,3,8,4,2,0,2,9,2,1,0,0,0,3,5,0,0,4,1,1,4,0
1980,1,0,1,2,11,5,0,0,0,1,7,0,2,4,0,2,1,0,2,0,1,3,0,0,1,0,0,0,0,0,7,4,0,0,6,2,0,3,0,0,0,0,10,0,0,2,6,0,1,0
1980,2,0,0,2,9,0,0,1,0,3,11,0,52,1,0,0,5,1,1,0,1,2,0,0,0,1,0,0,0,0,3,7,1,0,3,1,1,1,0,2,0,1,4,0,0,0,2,0,2,0
1980,3,0,0,1,3,1,0,0,0,2,12,0,0,7,0,1,1,2,0,0,1,3,2,0,5,0,1,0,0,1,6,6,2,1,3,5,0,0,0,1,0,1,5,0,0,0,1,2,0,0
1980,4,1,2,0,7,7,0,0,0,5,9,0,0,8,0,1,0,0,0,0,1,0,0,2,4,0,1,0,0,0,0,28,2,0,4,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1
1980,5,0,1,1,5,3,0,0,0,2,15,0,3,9,0,1,2,1,0,0,0,0,3,3,6,0,0,0,0,1,1,30,0,0,4,1,0,1,0,1,0,0,5,0,0,0,8,1,0,0
1980,6,0,0,3,9,2,1,0,0,4,6,0,7,16,0,0,0,0,0,1,1,4,0,2,2,0,0,0,0,2,1,10,6,0,6,2,1,5,0,5,0,2,6,0,0,0,4,0,5,0
1980,7,2,6,0,18,3,0,0,0,19,15,0,13,47,0,2,5,5,0,1,2,4,1,1,3,1,1,1,0,3,0,13,8,0,19,4,0,14,1,0,0,7,6,2,0,2,8,1,5,0
1980,8,0,2,1,18,1,1,0,0,7,19,2,12,44,2,5,9,14,0,0,3,3,5,5,5,1,1,0,3,1,0,11,2,0,10,7,0,0,1,6,0,11,14,3,0,2,8,1,5,1
1980,9,0,2,1,23,4,2,0,0,6,10,2,19,11,0,3,1,9,0,0,5,7,4,1,1,0,1,0,3,3,0,15,8,2,11,1,0,8,0,1,2,6,8,1,0,1,5,4,10,1
1980,10,0,0,1,20,1,1,0,0,5,7,3,11,4,0,0,8,2,1,0,5,5,1,1,2,0,1,0,4,1,9,10,3,2,8,1,0,4,0,1,0,5,2,2,0,0,14,2,7,0
1980,11,0,6,1,10,0,0,0,0,2,5,3,10,4,0,0,4,0,1,0,1,2,3,0,1,0,0,0,3,2,1,9,0,0,4,4,0,5,1,1,0,1,10,2,0,3,7,1,1,0
1980,12,0,5,0,12,2,1,0,0,4,10,0,13,9,0,0,1,4,0,0,1,5,1,0,0,0,0,0,0,0,0,17,3,2,6,2,0,11,0,0,1,2,8,0,0,0,13,0,6,0
1981,1,0,0,1,3,0,0,0,0,3,7,0,1,3,0,0,4,0,0,0,1,9,3,0,0,0,0,1,0,0,1,3,0,0,6,0,0,1,1,1,0,1,1,0,0,0,2,1,4,0
1981,2,0,0,0,23,1,0,0,0,3,4,0,9,10,1,1,7,1,0,0,0,2,0,0,4,0,1,0,0,0,2,5,1,0,6,1,0,5,0,0,0,1,5,0,0,2,10,0,2,0
1981,3,0,1,0,11,6,1,0,0,5,8,0,0,9,1,1,4,0,0,0,0,0,1,2,3,0,0,0,0,1,0,10,0,0,1,0,1,3,0,0,0,0,4,0,0,0,4,0,4,0
1981,4,0,0,0,16,5,1,0,0,3,4,1,3,3,0,2,4,2,0,1,0,6,0,0,0,2,0,0,0,1,1,6,1,0,3,0,0,2,1,4,0,2,5,1,0,0,8,3,4,0
1981,5,0,0,0,5,1,0,0,0,8,3,1,4,14,0,1,0,1,0,0,1,1,2,0,0,3,0,0,6,0,1,7,1,0,2,0,1,1,1,0,0,1,15,1,0,0,13,1,1,0
1981,6,0,1,2,9,1,0,0,0,11,5,0,8,13,0,0,2,1,1,0,0,2,2,1,2,2,0,0,0,0,1,8,1,0,2,0,0,1,0,2,0,2,6,0,0,0,2,1,0,0
1981,7,0,5,0,10,1,0,0,0,11,8,0,13,0,0,0,0,0,1,0,2,1,2,0,0,0,4,0,1,3,2,2,1,1,6,0,3,0,1,3,0,3,7,1,0,1,1,0,6,0
1981,8,0,1,0,20,5,0,0,0,16,8,0,5,0,1,0,1,0,6,0,1,1,3,1,4,0,0,0,0,3,3,12,2,0,9,1,4,10,2,1,0,5,24,2,0,3,7,0,1,0
1981,9,0,1,1,37,1,0,0,0,8,9,2,5,2,2,1,2,0,1,0,4,2,0,2,3,0,0,0,0,0,1,16,2,0,1,0,2,2,2,0,0,0,7,0,0,1,2,0,8,0
1981,10,0,0,0,31,0,0,2,0,1,0,0,7,11,1,0,0,0,4,0,1,2,1,0,1,1,0,0,1,1,2,17,2,0,1,0,0,4,2,0,2,1,8,2,0,1,3,0,2,7
1981,11,0,3,1,5,1,0,0,0,5,1,0,4,12,1,0,0,2,0,0,1,2,1,1,4,0,0,1,0,2,1,5,1,0,1,0,1,5,0,0,0,0,4,0,0,1,5,0,1,0
1981,12,0,1,0,15,2,0,0,0,2,0,0,29,10,2,2,1,1,0,0,4,2,1,1,3,4,1,0,0,1,1,6,0,0,4,0,6,0,1,0,0,0,5,1,0,1,1,0,0,0
1982,1,0,1,0,8,1,2,0,0,3,0,0,5,5,0,0,0,0,0,0,2,4,0,0,3,0,1,0,0,0,2,2,1,0,2,0,2,4,0,1,0,1,1,0,0,0,2,1,6,0
1982,2,0,3,0,10,3,0,2,0,2,0,0,13,5,0,0,0,0,0,0,1,1,2,1,1,0,0,0,4,2,1,9,0,0,8,1,0,3,5,1,1,0,7,0,0,0,2,1,4,0
1982,3,0,0,0,15,0,0,0,0,0,5,1,7,2,0,1,0,0,0,1,3,1,1,0,1,0,0,0,0,1,0,9,1,0,8,1,4,1,2,1,1,3,2,0,0,3,4,1,10,1
1982,4,0,6,0,9,1,0,0,0,3,3,0,38,1,1,1,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,18,3,0,4,0,1,1,0,1,0,0,7,1,0,2,3,0,0,0
1982,5,0,0,2,7,2,0,0,0,8,1,0,8,2,2,0,2,1,3,2,2,1,2,4,2,0,0,0,0,3,1,6,3,0,1,0,9,4,2,2,1,0,2,0,1,2,3,0,2,0
1982,6,0,6,0,3,3,0,1,0,4,1,2,3,0,0,0,0,4,0,8,0,1,1,2,3,0,0,0,0,0,0,10,2,0,13,1,4,13,1,2,0,2,6,0,0,2,1,0,5,0
1982,7,1,0,2,9,4,0,0,0,11,13,4,2,1,2,5,2,4,0,20,3,3,3,0,2,1,0,0,0,6,0,10,3,0,8,0,3,19,0,6,1,4,9,0,0,8,3,1,6,1
1982,8,3,5,2,18,0,0,1,0,6,7,4,13,3,0,1,1,0,0,14,3,7,5,0,2,0,0,0,0,4,2,12,7,0,10,2,1,34,0,2,0,8,13,0,1,1,2,1,1,0
1982,,1,0,0,13,2,3,1,0,3,3,0,11,2,1,3,0,9,1,12,4,4,9,2,0,0,0,0,0,4,0,14,14,0,20,0,3,37,1,0,1,4,9,0,0,5,0,2,4,1
1982,10,0,0,0,15,1,0,1,0,4,5,0,31,3,2,0,0,3,0,8,3,1,0,2,2,0,0,0,0,0,1,111,9,0,9,0,0,22,0,0,0,4,9,3,0,4,8,2,1,0
1982,11,0,0,0,5,2,0,1,0,6,2,1,23,2,1,2,1,0,0,7,3,4,9,0,1,0,0,0,0,2,1,63,2,0,8,1,0,35,0,0,1,0,6,0,0,1,5,2,0,0
1982,12,0,6,1,3,17,0,2,0,5,3,0,10,9,0,1,1,3,0,7,6,5,0,3,0,0,0,0,8,4,0,58,6,0,7,3,0,31,0,0,0,0,8,0,0,1,3,4,2,1
1983,1,0,0,1,2,4,0,0,0,2,4,0,7,1,1,6,0,0,0,10,1,1,0,0,1,1,0,0,0,0,4,8,0,0,9,1,0,33,1,0,0,0,5,1,1,1,0,1,4,0
1983,2,0,0,0,3,5,0,0,0,5,5,0,14,1,1,0,0,2,0,5,4,0,0,0,1,0,0,0,3,2,0,15,0,0,12,4,0,59,0,2,0,0,5,0,0,6,1,0,3,0
1983,3,0,6,1,8,26,0,0,0,1,7,2,27,3,0,3,2,0,0,1,3,5,4,0,0,0,0,0,0,3,0,10,1,0,11,3,1,24,0,0,0,1,5,3,2,11,0,1,2,4
1983,4,0,2,0,2,3,0,0,0,4,2,0,26,6,2,5,0,0,0,2,4,0,10,1,3,0,0,0,1,2,1,10,3,1,12,12,2,10,1,3,2,0,0,0,0,4,0,0,0,0
1983,5,0,0,3,2,5,0,0,0,8,3,0,17,2,0,4,0,0,0,4,2,5,3,0,3,0,0,0,0,1,1,18,1,0,6,14,2,8,1,1,0,0,3,1,0,13,1,1,8,0
1983,6,1,0,8,14,10,0,2,0,5,6,0,9,5,1,4,0,0,2,5,2,0,3,1,3,0,0,0,2,4,0,12,4,0,20,36,0,3,0,2,1,0,3,2,1,3,2,1,10,0
